 35.960667  3.977309
 36.101051  3.865584
 36.241425  3.752866
 36.381786  3.639155
 36.522137  3.524452
 36.662476  3.408758
 36.802803  3.292071
 36.943119  3.174392
 37.083427  3.055722
 37.223724  2.936060
 37.364010  2.815406
 37.504284  2.693761
 37.644547  2.571125
 37.784798  2.447497
 37.925037  2.322878
 38.065266  2.197269
 38.205482  2.070668
 38.345688  1.943077
 38.485882  1.814495
 38.626064  1.684923
 38.766235  1.554360
 38.906395  1.422807
 39.046543  1.290263
 39.186680  1.156730
 39.326805  1.022207
 39.466919  0.886694
 39.607021  0.750191
 39.747112  0.612698
 39.887192  0.474217
 40.027260  0.334746
 40.167316  0.194285
 40.307358  0.052836
 40.447388 -0.089602
