   4.99999933E-02   8.61120448E-02
   9.99999866E-02  0.171243086    
  0.149999976      0.255393118    
  0.199999973      0.338562191    
  0.249999955      0.420750201    
  0.299999952      0.501957238    
  0.349999964      0.582183301    
  0.399999946      0.661428392    
  0.449999928      0.739692390    
  0.499999911      0.816975415    
  0.549999952      0.893277526    
  0.599999905      0.968598485    
  0.649999917       1.04293859    
  0.699999928       1.11629760    
  0.749999881       1.18867552    
  0.799999893       1.26007271    
  0.849999905       1.33048880    
  0.899999857       1.39992380    
  0.949999869       1.46837783    
  0.999999821       1.53585076    
   1.04999983       1.60234284    
   1.09999990       1.66785407    
   1.14999986       1.73238397    
   1.19999981       1.79593289    
   1.24999988       1.85850108    
   1.29999983       1.92008805    
   1.34999979       1.98069406    
   1.39999986       2.04031920    
   1.44999981       2.09896326    
   1.49999976       2.15662622    
   1.54999983       2.21330833    
   1.59999979       2.26900959    
   1.64999974       2.32372952    
   1.69999981       2.37746859    
   1.74999976       2.43022656    
   1.79999971       2.48200369    
   1.84999990       2.53279972    
   1.89999974       2.58261466    
   1.94999969       2.63144875    
   1.99999964       2.67930174    
   2.04999971       2.72617388    
   2.09999967       2.77206469    
   2.14999962       2.81697464    
   2.19999981       2.86090398    
   2.24999976       2.90385199    
   2.29999971       2.94581890    
   2.34999967       2.98680496    
   2.39999962       3.02680969    
   2.44999957       3.06583405    
   2.49999976       3.10387707    
   2.54999971       3.14093947    
   2.59999967       3.17702007    
   2.64999962       3.21212053    
   2.69999957       3.24623919    
   2.74999976       3.27937746    
   2.79999971       3.31153440    
   2.84999967       3.34271049    
   2.89999962       3.37290525    
   2.94999957       3.40211964    
   2.99999952       3.43035245    
   3.04999971       3.45760489    
   3.09999967       3.48387527    
   3.14999962       3.50916576    
   3.19999957       3.53347492    
   3.24999952       3.55680275    
   3.29999948       3.57914996    
   3.34999943       3.60051560    
   3.39999962       3.62090111    
   3.44999957       3.64030480    
   3.49999952       3.65872812    
   3.54999948       3.67616987    
   3.59999943       3.69263124    
   3.64999938       3.70811105    
   3.69999981       3.72261024    
   3.74999952       3.73612809    
   3.79999948       3.74866533    
   3.84999943       3.76022148    
   3.89999938       3.77079630    
   3.94999933       3.78039050    
   3.99999928       3.78900337    
   4.04999971       3.79663563    
   4.09999943       3.80328655    
   4.14999962       3.80895638    
   4.19999933       3.81364536    
   4.24999952       3.81735373    
   4.29999924       3.82008052    
   4.34999943       3.82182670    
   4.39999962       3.82259202    
   4.44999933       3.82237601    
   4.49999952       3.82117891    
   4.54999924       3.81900072    
   4.59999943       3.81584215    
   4.64999962       3.81170225    
   4.69999933       3.80658102    
   4.74999952       3.80047894    
   4.79999924       3.79339552    
   4.84999943       3.78533220    
   4.89999914       3.77628708    
   4.94999933       3.76626110    
   4.99999952       3.75525427    
