  -4.37113901E-09   9.95094925E-02
  -8.74227801E-09  0.198037982    
  -1.31134170E-08  0.295585483    
  -1.74845560E-08  0.392151982    
  -2.18556941E-08  0.487737477    
  -2.62268340E-08  0.582341969    
  -3.05979739E-08  0.675965488    
  -3.49691121E-08  0.768607974    
  -3.93402502E-08  0.860269487    
  -4.37113883E-08  0.950949967    
  -4.80825300E-08   1.04064953    
  -5.24536681E-08   1.12936795    
  -5.68248062E-08   1.21710551    
  -6.11959479E-08   1.30386198    
  -6.55670789E-08   1.38963735    
  -6.99382241E-08   1.47443187    
  -7.43093622E-08   1.55824554    
  -7.86805003E-08   1.64107800    
  -8.30516385E-08   1.72292948    
  -8.74227766E-08   1.80379987    
  -9.17939147E-08   1.88368940    
  -9.61650599E-08   1.96259809    
  -1.00536191E-07   2.04052544    
  -1.04907336E-07   2.11747193    
  -1.09278474E-07   2.19343758    
  -1.13649612E-07   2.26842189    
  -1.18020743E-07   2.34242535    
  -1.22391896E-07   2.41544795    
  -1.26763027E-07   2.48748922    
  -1.31134158E-07   2.55854988    
  -1.35505303E-07   2.62862945    
  -1.39876448E-07   2.69772768    
  -1.44247579E-07   2.76584530    
  -1.48618724E-07   2.83298206    
  -1.52989855E-07   2.89913750    
  -1.57361001E-07   2.96431208    
  -1.61732146E-07   3.02850556    
  -1.66103277E-07   3.09171796    
  -1.70474408E-07   3.15394926    
  -1.74845553E-07   3.21519995    
  -1.79216698E-07   3.27546930    
  -1.83587829E-07   3.33475780    
  -1.87958960E-07   3.39306521    
  -1.92330120E-07   3.45039201    
  -1.96701251E-07   3.50673747    
  -2.01072382E-07   3.56210184    
  -2.05443527E-07   3.61648512    
  -2.09814672E-07   3.66988754    
  -2.14185803E-07   3.72230911    
  -2.18556949E-07   3.77374983    
  -2.22928080E-07   3.82420945    
  -2.27299225E-07   3.87368774    
  -2.31670356E-07   3.92218542    
  -2.36041487E-07   3.96970177    
  -2.40412646E-07   4.01623726    
  -2.44783791E-07   4.06179190    
  -2.49154908E-07   4.10636520    
  -2.53526053E-07   4.14995766    
  -2.57897199E-07   4.19256926    
  -2.62268316E-07   4.23419952    
  -2.66639489E-07   4.27484989    
  -2.71010606E-07   4.31451750    
  -2.75381751E-07   4.35320568    
  -2.79752896E-07   4.39091158    
  -2.84124013E-07   4.42763758    
  -2.88495158E-07   4.46338177    
  -2.92866304E-07   4.49814510    
  -2.97237449E-07   4.53192806    
  -3.01608594E-07   4.56472969    
  -3.05979711E-07   4.59654999    
  -3.10350856E-07   4.62738943    
  -3.14722001E-07   4.65724802    
  -3.19093118E-07   4.68612576    
  -3.23464292E-07   4.71402168    
  -3.27835437E-07   4.74093723    
  -3.32206554E-07   4.76687193    
  -3.36577699E-07   4.79182529    
  -3.40948816E-07   4.81579781    
  -3.45319961E-07   4.83878899    
  -3.49691106E-07   4.86079979    
  -3.54062252E-07   4.88182974    
  -3.58433397E-07   4.90187788    
  -3.62804514E-07   4.92094517    
  -3.67175659E-07   4.93903160    
  -3.71546804E-07   4.95613766    
  -3.75917921E-07   4.97226143    
  -3.80289094E-07   4.98740482    
  -3.84660240E-07   5.00156784    
  -3.89031356E-07   5.01474953    
  -3.93402502E-07   5.02694988    
  -3.97773618E-07   5.03816891    
  -4.02144764E-07   5.04840803    
  -4.06515937E-07   5.05766535    
  -4.10887054E-07   5.06594133    
  -4.15258199E-07   5.07323742    
  -4.19629345E-07   5.07955122    
  -4.24000461E-07   5.08488512    
  -4.28371607E-07   5.08923721    
  -4.32742723E-07   5.09260941    
  -4.37113897E-07   5.09499979    
